SKU,amz,ebay,web,oth,tot,category,resolved_parent_id,current_stock,in_stock_flag,cv_30,v7,v14,v30,v90,doc,status,risk,action
RIM-LASTLIP-850,0,0,0,0,0,"Lip Pencil, Lips, Makeup",402817922464,13.0,1,5.477225575051652,0.0,0.07142857142857142,0.03333333333333333,0.03333333333333333,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTLIP-880,0,0,0,0,0,"Lip Pencil, Lips, Makeup",402817922464,34.0,1,4.2140270647132505,0.0,0.07142857142857142,0.5666666666666667,0.5444444444444444,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTMAT-FDT-001,0,0,0,0,0,Cosmetics General,B09RD1T2NV,0.0,0,5.477225575051662,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTMAT-FDT-010,0,0,0,0,0,"Complexion, Foundation, Makeup",RIM-LASTMAT-FDT,0.0,0,5.477225575051662,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTMAT-FDT-085,0,0,0,0,0,"Complexion, Foundation, Makeup",RIM-LASTMAT-FDT,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTMAT-FDT-100,0,0,0,0,0,"Complexion, Foundation, Makeup",RIM-LASTMAT-FDT,0.0,0,5.477225575051681,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTMAT-FDT-103,0,0,0,0,0,Cosmetics General,B09RD1T2NV,0.0,0,5.477225575051673,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTMAT-FDT-201,0,0,0,0,0,"Complexion, Foundation, Makeup",B09RD1T2NV,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTMAT-FDT-203,0,0,0,0,0,"Complexion, Foundation, Makeup",B09RD1T2NV,0.0,0,5.477225575051641,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTMAT-FDT-300,0,0,0,0,0,"Complexion, Foundation, Makeup",B09RD1T2NV,0.0,0,5.47722557505166,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTMAT-FDT-304,0,0,0,0,0,"Complexion, Foundation, Makeup",402760494198,0.0,0,5.477225575051662,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTMAT-FDT-400,0,0,0,0,0,"Complexion, Foundation, Makeup",B09RD1T2NV,0.0,0,5.47722557505166,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTMAT-PRIMER,0,0,0,0,0,"Complexion, Makeup, Primer",B0H3XTY49X,0.0,0,5.477225575051664,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-FDT-RG-001,0,0,0,0,0,Foundation,402815586088,45.0,1,5.477225575051661,0.0,0.0,0.0,0.011111111111111112,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-FDT-RG-070,0,0,0,0,0,Foundation,RIM-LF-FDT-RG,3.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-FDT-RG-103,0,0,0,0,0,Foundation,205588890329,0.0,0,5.477225575051528,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-FDT-RG-160,0,0,0,0,0,Foundation,205588890329,1.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-FDT-RG-170,0,0,0,0,0,Foundation,402815586088,10.0,1,5.477225575051661,0.0,0.0,0.0,0.011111111111111112,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-FDT-RG-200,0,0,0,0,0,Foundation,B08Z4VJFKY,0.0,0,5.477225575051654,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-FDT-RG-203,0,0,0,0,0,Foundation,205588890329,1.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-FDT-RG-210,0,0,0,0,0,Foundation,B08Z4VJFKY,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-FDT-RG-303,0,0,0,0,0,Foundation,402815586088,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-LS-002,0,0,0,0,0,Lipstick,402758105930,0.0,0,5.477225575051662,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-LS-006,0,0,0,0,0,Lipstick,402758105930,3.0,1,5.4772255750512855,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-006-2PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-006-2PK,45.0,1,5.477225575051666,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-006-3PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-006-3PK,5.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-006-5PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-006-5PK,3.0,1,5.477225575051635,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-058,0,0,0,0,0,Lipstick,205588871788,0.0,0,5.477225575051515,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-LS-058-2PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-058-2PK,143.0,1,5.477225575051666,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-058-3PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-058-3PK,183.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-066,0,0,0,0,0,Lipstick,B0GGB6BYK1,0.0,0,5.477225575052022,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-LS-066-2PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-066-2PK,5.0,1,5.477225575051656,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-066-3PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-066-3PK,0.0,0,5.477225575051659,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-LS-066-5PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-066-5PK,4.0,1,5.477225575051666,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-070,0,0,0,0,0,Lipstick,205588871788,0.0,0,5.477225575051605,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-LS-070-2PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-070-2PK,10.0,1,5.477225575051662,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-070-3PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-070-3PK,8.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-070-5PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-070-5PK,7.0,1,5.47722557505166,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-086,0,0,0,0,0,Lipstick,402758105930,0.0,0,5.477225575051656,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-LS-086-2PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-086-2PK,8.0,1,5.477225575051662,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-086-3PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-086-3PK,9.0,1,5.477225575051662,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-086-5PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-086-5PK,0.0,0,5.477225575051662,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-LS-100,0,0,0,0,0,Lipstick,402758105930,118.0,1,2.593094277313202,0.0,0.07142857142857142,0.13333333333333333,0.16666666666666666,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-107,0,0,0,0,0,Lipstick,402758105930,0.0,0,5.477225575051649,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-LS-170,0,0,0,0,0,Lipstick,B0GGB6BYK1,157.0,1,2.75430697209874,0.0,0.07142857142857142,0.2,0.17777777777777778,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-200,0,0,0,0,0,Lipstick,RIM-LF-LS,0.0,0,5.477225575051666,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-LS-206-2PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-206-2PK,222.0,1,5.477225575051666,0.14285714285714285,0.07142857142857142,0.03333333333333333,0.022222222222222223,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-206-3PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-206-3PK,147.0,1,2.1600297128302706,0.14285714285714285,0.21428571428571427,0.23333333333333334,0.14444444444444443,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-206-5PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-206-5PK,0.0,0,5.477225575051665,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-LS-264,0,0,0,0,0,Lipstick,402758105930,0.0,0,5.477225575051669,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-LS-264-2PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-264-2PK,0.0,0,5.477225575051659,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-LS-264-3PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-264-3PK,6.0,1,5.477225575051666,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-264-5PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-264-5PK,4.0,1,5.477225575051662,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-500,0,0,0,0,0,Lipstick,402758105930,0.0,0,5.477225575051656,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-LS-710,0,0,0,0,0,Lipstick,B077Q9YMCN,0.0,0,5.4772255750517065,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-LS-800,0,0,0,0,0,Lipstick,B00NA0F06G,0.0,0,5.477225575051714,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-LS-KATE-001,0,0,0,0,0,Lipstick,402758105930,7.0,1,5.47722557505166,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-KATE-005,0,0,0,0,0,Lipstick,B0CY35H35S,1.0,1,5.477225575051754,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-KATE-008,0,0,0,0,0,Lipstick,402758105930,12.0,1,5.477225575051176,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-KATE-008-2PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-KATE-008-2PK,190.0,1,5.477225575051662,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-LS-KATE-008-3PK,0,0,0,0,0,Cosmetics General,RIM-LF-LS-KATE-008-3PK,44.0,1,5.477225575051667,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-MATTE-170,0,0,0,0,0,Lipstick,B09CJN5Z4M,63.0,1,5.477225575051661,0.0,0.0,0.0,0.022222222222222223,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-MATTE-180,0,0,0,0,0,Lipstick,B09CJN5Z4M,17.0,1,5.477225575051662,0.0,0.0,0.0,0.06666666666666667,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-MATTE-220,0,0,0,0,0,Lipstick,403359560020,0.0,0,5.477225575051676,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-MATTE-230,0,0,0,0,0,Lipstick,B09CJN5Z4M,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-MATTE-530,0,0,0,0,0,Lipstick,403359560020,0.0,0,5.477225575051654,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-MATTE-715,0,0,0,0,0,Lipstick,B09CJN5Z4M,8.0,1,1.9865447775614584,0.2857142857142857,0.35714285714285715,0.3,0.23333333333333334,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-MATTE-730,0,0,0,0,0,Lipstick,B0H3P4FG14,0.0,0,5.477225575051668,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LF-SG-LS-900,0,0,0,0,0,"Lips, Lipstick, Makeup",404272848129,574.0,1,1.5649215928719036,0.5714285714285714,0.5,0.4666666666666667,0.34444444444444444,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-SG-LS-901,0,0,0,0,0,"Lips, Lipstick, Makeup",B0GGB6BYK1,76.0,1,5.477225575051652,0.14285714285714285,0.07142857142857142,0.03333333333333333,0.022222222222222223,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-SG-LS-902,0,0,0,0,0,"Lips, Lipstick, Makeup",B0GGB6BYK1,90.0,1,2.5930942773131997,0.14285714285714285,0.14285714285714285,0.13333333333333333,0.1,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-SG-LS-903,0,0,0,0,0,"Lips, Lipstick, Makeup",B0F8XF4BM6,83.0,1,2.766798224264484,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.15555555555555556,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LF-SG-LS-905,0,0,0,0,0,"Lips, Lipstick, Makeup",B0F8XF4BM6,252.0,1,2.5930942773132033,0.14285714285714285,0.07142857142857142,0.26666666666666666,0.24444444444444444,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LR-CCLR-EYEILLUM-010,0,0,0,0,0,"Complexion, Concealer, Makeup",RIM-LR-CCLR-EYEILLUM,0.0,0,5.477225575051662,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LR-CCLR-EYEILLUM-030,0,0,0,0,0,"Complexion, Concealer, Makeup",404251161050,0.0,0,5.477225575051659,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-MAGNIF-MONO-004,0,0,0,0,0,Eyeshadow,402817859342,0.0,0,5.47722557505167,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-MAGNIF-MONO-006,0,0,0,0,0,Eyeshadow,402817859342,2.0,1,5.477225575051651,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MAGNIF-MONO-008,0,0,0,0,0,Eyeshadow,205588890801,0.0,0,5.47722557505165,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-MAGNIF-MONO-014,0,0,0,0,0,Eyeshadow,RIM-MAGNIF-MONO,0.0,0,5.477225575051719,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-MAGNIF-MONO-014-2PK,0,0,0,0,0,Cosmetics General,RIM-MAGNIF-MONO-014-2PK,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-MAGNIF-MONO-014-3PK,0,0,0,0,0,Cosmetics General,RIM-MAGNIF-MONO-014-3PK,12.0,1,5.477225575051662,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MAGNIF-PAL-001,0,0,0,0,0,"Eyeshadow Palettes, Makeup, Palettes",402737124978,517.0,1,3.0512857662936446,0.14285714285714285,0.14285714285714285,0.1,0.08888888888888889,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MAGNIF-PAL-004,0,0,0,0,0,"Eyeshadow Palettes, Makeup, Palettes",205588871117,193.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MAGNIF-PAL-005,0,0,0,0,0,"Eyeshadow Palettes, Makeup, Palettes",205588871117,60.0,1,5.47722557505166,0.0,0.0,0.03333333333333333,0.011111111111111112,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MAGNIF-PAL-006,0,0,0,0,0,"Eyeshadow Palettes, Makeup, Palettes",205588871117,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-MAGNIF-PAL-008,0,0,0,0,0,"Eyeshadow Palettes, Makeup, Palettes",B07FH3P7QK,0.0,0,5.477225575051662,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-MAGNIF-PAL-009,0,0,0,0,0,"Eyeshadow Palettes, Makeup, Palettes",RIM-MAGNIF-PAL,0.0,0,5.477225575051661,0.0,0.0,0.0,0.011111111111111112,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-MATCH-PWDR,0,0,0,0,0,"Complexion, Face Powder, Makeup",B0D1RKX1GG,0.0,0,5.477225575051662,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-MAXI-BLUSH-001,0,0,0,0,0,"Blusher, Complexion, Makeup",B0H3JJJG2P,471.0,1,1.6400168207715973,0.5714285714285714,0.35714285714285715,0.3333333333333333,0.23333333333333334,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MAXI-BLUSH-001-2PK,0,0,0,0,0,Cosmetics General,RIM-MAXI-BLUSH-001-2PK,254.0,1,5.477225575051666,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MAXI-BLUSH-001-3PK,0,0,0,0,0,Cosmetics General,RIM-MAXI-BLUSH-001-3PK,203.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MAXI-BLUSH-003,0,0,0,0,0,"Blusher, Complexion, Makeup",402795290569,854.0,1,5.477225575051671,0.0,0.0,0.0,0.05555555555555555,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MAXI-BLUSH-005,0,0,0,0,0,"Blusher, Complexion, Makeup",RIM-MAXI-BLUSH,296.0,1,3.0512857662936463,0.2857142857142857,0.21428571428571427,0.1,0.08888888888888889,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MAXI-BLUSH-006,0,0,0,0,0,"Blusher, Complexion, Makeup",205588885888,419.0,1,2.0341905108624343,0.14285714285714285,0.21428571428571427,0.2,0.24444444444444444,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MBP-001,0,0,0,0,0,"Brow Pencils, Brows, Makeup",B0H3NLP3ZK,627.0,1,1.8876489055978063,0.42857142857142855,0.35714285714285715,0.6,0.4,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MICRO-BRW-001,0,0,0,0,0,"Brow Pencils, Brows, Makeup",402821078295,1.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MICRO-BRW-002,0,0,0,0,0,"Brow Pencils, Brows, Makeup",402821078295,75.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MICRO-BRW-004,0,0,0,0,0,"Brow Pencils, Brows, Makeup",402821078295,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-MINI-PWRPAL-001,0,0,0,0,0,"Eyeshadow Palettes, Makeup, Palettes",205588937152,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-MINI-PWRPAL-002,0,0,0,0,0,"Eyeshadow Palettes, Makeup, Palettes",RIM-MINI-PWRPAL,6.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MOIST-LPK-100,0,0,0,0,0,Lipstick,402795198575,0.0,0,5.477225575051705,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-MOIST-LPK-140,0,0,0,0,0,Lipstick,RIM-MOIST-LPK,0.0,0,5.477225575051699,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-MOIST-LPK-180,0,0,0,0,0,Lipstick,RIM-MOIST-LPK,0.0,0,5.477225575051846,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-MOIST-LPK-180-2PK,0,0,0,0,0,Cosmetics General,RIM-MOIST-LPK-180-2PK,107.0,1,5.477225575051659,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MOIST-LPK-180-3PK,0,0,0,0,0,Cosmetics General,RIM-MOIST-LPK-180-3PK,57.0,1,5.477225575051662,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MOIST-LPK-180-5PK,0,0,0,0,0,Cosmetics General,RIM-MOIST-LPK-180-5PK,7.0,1,5.477225575051662,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MOIST-LPK-200,0,0,0,0,0,Lipstick,B0G3WMZ4P2,82.0,1,5.477225575051667,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MOIST-LPK-200-2PK,0,0,0,0,0,Cosmetics General,RIM-MOIST-LPK-200-2PK,0.0,0,5.477225575051681,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-MOIST-LPK-200-3PK,0,0,0,0,0,Cosmetics General,RIM-MOIST-LPK-200-3PK,27.0,1,5.477225575051659,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MOIST-LPK-200-5PK,0,0,0,0,0,Cosmetics General,RIM-MOIST-LPK-200-5PK,72.0,1,5.4772255750516665,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MOIST-LPK-210,0,0,0,0,0,Lipstick,B003PG72MU,0.0,0,5.477225575051665,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-MOIST-LPK-260,0,0,0,0,0,Lipstick,RIM-MOIST-LPK,8.0,1,5.4772255750514836,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MOIST-LPK-360,0,0,0,0,0,Lipstick,B00FJ314FS,0.0,0,5.477225575051666,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-MOIST-LPK-510,0,0,0,0,0,Lipstick,402795198575,7.0,1,5.477225575051637,0.0,0.0,0.03333333333333333,0.06666666666666667,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-1KLL-080,0,0,0,0,0,Cosmetics General,B01BYEMIYG,0.0,0,5.477225575051645,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-MSC-ACCEL-BLK-2PK,0,0,0,0,0,Cosmetics General,RIM-MSC-ACCEL-BLK-2PK,55.0,1,5.4772255750516745,0.0,0.0,0.0,0.022222222222222223,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-MSC-ACCEL-BLK-3PK,0,0,0,0,0,Cosmetics General,RIM-MSC-ACCEL-BLK-3PK,4.0,1,1.2238999282959198,0.14285714285714285,0.7142857142857143,0.8333333333333334,0.3888888888888889,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
